user_id,product_id,rating,timestamp
A1PSUH0U1FPQ6R,B002QXZPFE,0.75,2013-08-19
A23QSTB241NRF3,B0040HJOO2,0.0,2012-04-24
A1IU4JZFDZA9HJ,B004LRO7FW,1.0,2012-01-12
A1B2D4J8KF4DFN,B006DKEQL0,0.25,2013-05-10
A2SYLJAZO4SPA0,B00006G33N,0.75,2006-08-22
A1EW2XDJFKUNM3,B000FNC2IK,0.75,2011-05-16
A2UBTMZRMMIVKB,B000095ISG,1.0,2007-08-17
A1O0TOFN85RIPH,B00264NZWS,1.0,2013-06-17
A1TP2RW7KDI5AZ,B000VDG0UK,0.5,2008-06-09
A274MXTX3DYLUV,B000PI9E4K,1.0,2011-07-05
A30X750M8V1XXW,B009HQCAPQ,0.5,2013-03-05
A3O4B7VGPSAH76,B008WJAFPG,1.0,2013-09-24
AYZWH0EYHFTPG,B0079KZZKO,0.75,2014-03-12
A2RG1B0K8YBJ4A,B008LR35VK,0.75,2013-12-21
A18S2VGUH9SCV5,B001E78UQY,0.75,2009-06-10
A2L4ZGN7GZJ95T,B00JX1ZS5O,0.75,2014-05-12
A15T45VLAFQVTD,B00461FOIC,1.0,2013-01-16
A6FIAB28IS79,B002AH8T3Q,1.0,2009-08-31
AW4GC20Q3F1ZA,B00J3O9DYI,0.75,2014-07-13
A2BRXREMT5WZJ0,B000HPV3RW,0.75,2014-04-03
A1YAGM2QOSAAOT,B00FNPD1OY,1.0,2013-12-04
A2FOOWE5E379J2,B007HISFO6,1.0,2012-11-26
A2WBB8QN9S617,B00006RVPW,1.0,2013-01-23
A1MT6DM5N1OFND,B00008VF8R,1.0,2011-06-12
A34UZMZ043704I,B0023B1364,1.0,2011-12-12
A362FM6FYA1SYS,B004V4IWHY,1.0,2013-05-23
A3CTI2ARGG2T7X,B00JC5Y6WM,0.75,2014-06-29
A10X33VL24RGDK,B003L170C6,1.0,2013-08-09
AZHGPE0NPPQVT,B000I97N0S,0.75,2012-11-09
AKBVYIIHWI04B,B009SYZ8OC,1.0,2013-08-20
A1CMD08Z49PGKQ,B00DIFIM36,1.0,2014-04-10
A18U05IGMK1FVV,B004SUIM80,0.25,2011-08-09
A268S3JIG60QZF,B000L9OIQ2,1.0,2011-04-01
A3LY9ZWBRC7QS5,B0000VD3LC,1.0,2008-03-20
A2DXENZNO2JT4F,B00B5Q79D4,0.75,2013-04-15
A3B4N0MZFYJWN8,B007FH1KX2,1.0,2014-05-22
A2KFKEME4A9ATW,B0038Q4AIG,0.5,2010-11-02
AGI184WCALGXG,B003VANOI6,0.75,2011-11-17
ADP8ROI8NMNL2,B00832NCWU,0.5,2012-10-19
A3O0P7XGZO3COI,B007PJ4PKK,0.75,2014-05-15
A105OCSP35YJG9,B003WUBIZQ,1.0,2014-04-23
ALOATV7XTBXB0,B001PBYQHG,1.0,2014-05-04
A2MFHJ08ZX3O61,B003VAK16O,0.5,2011-09-12
AA8RBTN3J2F5H,B001GR1C3A,1.0,2012-11-17
A1V4VVBQBFXRHC,B0002BEUZS,0.0,2012-07-25
A3R1WFO4KIUQXZ,B00428N9N6,1.0,2010-12-21
AFVCZOXM4JV5W,B007M50PTM,1.0,2013-05-15
A3L9E0YI7C5G0W,B000K9KRH2,1.0,2013-02-05
AVJ6URCLNJQD2,B005Q6HDTO,0.75,2012-11-14
A39YE0419BEAYW,B000SSUHO8,1.0,2014-06-29
A2YOH5RMY3PBYO,B000EGHU9O,0.75,2010-01-30
A2WB4OWBUH2VQX,B004Z57YJQ,1.0,2011-08-30
ANQ5401ZLE2F5,B000GBO9IM,1.0,2009-11-25
ARJTCVHAEA6X6,B00076N568,1.0,2013-02-12
A1Z967D4RZLX7N,B00746W3HG,1.0,2013-06-10
AJN6H8S332NFE,B0072B0UM8,0.25,2013-06-26
A7WIRKPI8O6NW,B003BI6W0K,1.0,2012-05-21
AFNG8O2DXRCUV,B002EL4RIO,1.0,2010-12-08
AQ2FC1DLKVD8H,B0002J2TLC,1.0,2011-08-19
A33QUFNY4E5D0,B003ELOSXM,0.75,2010-06-22
A20EEWWSFMZ1PN,B002EOVDII,1.0,2013-11-22
A3LWC833HQIG7J,B003DZ165W,0.75,2011-05-30
A1W3KNBSWF19BE,B00009XV7A,1.0,2013-04-04
AGH2LG47Y3B1S,B005D7SKWK,1.0,2014-01-20
A2IW0326MP3ZZZ,B008PWUUZK,0.75,2012-12-09
A3MAWKBNY7SD2C,B00064V6RG,1.0,2006-05-13
AFZXYNA7JYTEJ,B002I03UVQ,1.0,2012-12-25
A31RZMVAFMLB8B,B003UGJFT8,1.0,2011-08-01
A209G57KXCBF4C,B00EEBS9O0,0.75,2013-10-24
ARL6YY38UY9B2,B004GF8TIK,1.0,2012-04-26
A1BPV2X36SQAP3,B0002GRQT0,0.75,2012-07-07
A5834FSAH2HZQ,B005HM0SNA,1.0,2012-05-02
A1RQPAAU6Q65XR,B005PC7VG4,1.0,2012-10-24
A1RWW5E04UJXQW,B0053OLY9O,1.0,2011-10-03
A8QAOMRX0JLXJ,B006ZP8UOW,0.5,2013-01-12
A2PW29SY7QZ6YM,B002DUKPN2,1.0,2011-07-07
A12VM49BC8EP1X,B003WIESGY,1.0,2012-10-01
A1L5TA5UQF7EWE,B00B7RJNPS,1.0,2013-05-18
A177ARPVXOFM4Q,B000P1NAMO,1.0,2011-01-08
A36A0MMVRYA5UQ,B0079EVQ2Q,1.0,2012-07-24
A31ZO2G7KA11AR,B00BGA9WK2,1.0,2014-06-03
A20MBPLK731VHY,B007LTH1X2,1.0,2014-06-17
A2KYRPDKVBI2R4,B0018LX0DY,0.75,2013-07-10
ADXN4RH655EMO,B003HHK576,1.0,2013-05-04
A1L1YFUJJ3FBTS,B004V71MXW,1.0,2013-04-10
A2G563AC1HME2R,B003WUBL0S,1.0,2013-03-08
A36K2N527TXXJN,B00HZVPD72,1.0,2014-02-27
A34CKIMZ969UW7,B008I646WG,0.75,2013-12-02
A2RGA7UGAN3UL7,B001QUA6R0,0.75,2014-06-10
A2QRW6IQ7CSK5G,B000069E1V,0.5,2012-03-28
A3QQGPI3CTV9SX,B000Y556M8,1.0,2008-04-17
A22PER4P3LP2PU,B000CRFOMK,0.0,2011-04-27
ABMF4UC4Z00NT,B000I06JLQ,0.5,2011-02-14
A2I7GAO9HAZS9V,B00DSUTVK4,1.0,2014-04-09
A3A4ZAIBQWKOZS,B00D8T886S,0.5,2013-11-26
A11FX8HL2ANK6T,B005HMKKH4,1.0,2013-07-04
A3PVE6QACV6WRK,B000HARTYI,1.0,2007-01-03
AOQAOBNBA717N,B002XW44QY,1.0,2012-11-15
A1NNMOD9H36Q8E,B001EZ0K82,1.0,2009-04-07
AC6ZKN1RLUGF6,B0036NWI94,0.75,2013-05-22
AR1N5XSYL2FVM,B00139VKV0,0.25,2012-07-17
AY6A8KPYCE6B0,B001JTQCU8,1.0,2010-01-02
A2W9I628I6SE1U,B0053XG1AW,1.0,2011-07-15
A212MDP6K4VJS5,B00C25I5TE,1.0,2013-06-28
A3FD8AKQT178TR,B00006346W,1.0,2013-05-06
A2RNYW2HIQBGSM,B0074024XU,1.0,2012-11-14
A39U6GDOK9HEYP,B003UI62AG,0.0,2012-02-19
A639QZ73NWS4I,B004LTEUDO,1.0,2012-06-21
A3LFMS7Z3FBT7D,B00426C57O,0.5,2010-11-04
A1DTCJV6KOMJOA,B005JE3VYY,1.0,2013-09-11
A3QJU4FEN8PQSZ,B004N62I0C,0.5,2011-04-06
A24F385BETBP4N,B00007E7JU,1.0,2013-05-20
A30JPZ9TZ7I61U,B008O2HVIK,1.0,2013-09-21
A1J75JJ0Q2OEJN,B002I636YG,1.0,2009-09-24
A3DWI49RAMSADS,B009YC3Y08,1.0,2014-02-07
A1UQBFCERIP7VJ,B009LL9VDG,1.0,2013-04-10
A2858RV2VLI14X,B002P5W4RU,1.0,2014-06-30
A2I8LFSN2IS5EO,B00AFXIBEE,1.0,2014-01-22
A105S56ODHGJEK,B006C248BC,1.0,2012-10-17
A2XAKGRUHIE2ZA,B004RKQM8I,1.0,2013-11-15
A1ZUCLF5ROB3KI,B000V6FKGM,1.0,2014-03-12
AUJIXR9VPWPD7,B002X6XDWQ,0.5,2012-12-28
A2E8FKPFV98B8T,B009HP42HQ,0.5,2013-03-14
